구시군,읍면동,아파트명,입주년도,분양면적,총세대수,세대수,매매평균..당가.만원.,X3.3.당가.만원.,노후도,역세권점수,전세평균..당가.만원.,토지면적.km2.,문화시설수,쇼핑시설수,스타벅스
계양구,작전동,가나안미도,1990.11,105.78,480,30,199,656.3,28.01,1,175,1.8,3,39,1
계양구,작전동,광명11차,1989.12,59.5,288,108,205,677.8,29,1,147,1.8,3,39,1
계양구,작전동,광명11차,1989.12,72.72,288,84,203,670.5,29,1,145,1.8,3,39,1
계양구,작전동,광명11차,1989.12,76.03,288,72,197,652.2,29,1,143,1.8,3,39,1
계양구,작전동,광명11차,1989.12,79.33,288,24,190,629.2,29,1,135,1.8,3,39,1
계양구,작전동,까치태화,1997.11,79.33,1004,576,292,966.8,21.01,1,130,1.8,3,39,1
계양구,작전동,까치태화,1997.11,52.89,1004,428,259,856.3,21.01,1,251,1.8,3,39,1
계양구,작전동,까치한진,1997.11,79.33,670,384,292,966.8,21.01,1,199,1.8,3,39,1
계양구,작전동,까치한진,1997.11,52.89,670,286,259,856.3,21.01,1,252,1.8,3,39,1
계양구,작전동,뉴서울2차,1992.11,89.25,400,80,241,796.4,26.01,1,199,1.8,3,39,1
계양구,작전동,뉴서울2차,1992.11,102.47,400,320,234,774.3,26.01,1,129,1.8,3,39,1
계양구,작전동,도두리마을대동,1997.09,79.33,1299,702,309,1021,21.03,1,129,1.8,3,39,1
계양구,작전동,도두리마을대동,1997.09,56.19,1299,597,276,911.9,21.03,1,218,1.8,3,39,1
계양구,작전동,도두리마을동남,1997.11,79.33,641,312,287,948,21.01,1,210,1.8,3,39,1
계양구,작전동,도두리마을동남,1997.11,56.19,641,329,258,853.1,21.01,1,255,1.8,3,39,1
계양구,작전동,도두리마을동보,1996.12,79.33,1276,1068,296,979.3,22,1,187,1.8,3,39,1
계양구,작전동,도두리마을동보,1996.12,33.05,1276,208,295,975.2,22,1,258,1.8,3,39,1
계양구,작전동,도두리마을롯데,1997.11,79.33,641,312,284,937.6,21.01,1,205,1.8,3,39,1
계양구,작전동,도두리마을롯데,1997.11,56.19,641,329,258,853.1,21.01,1,258,1.8,3,39,1
계양구,작전동,동보1차,1995.04,82.64,1187,475,242,800,23.08,1,197,1.8,3,39,1
계양구,작전동,동보1차,1995.04,102.47,1187,632,242,798.5,23.08,1,252,1.8,3,39,1
계양구,작전동,동보1차,1995.04,138.84,1187,80,227,750,23.08,1,205,1.8,3,39,1
계양구,작전동,동보2차,2000.05,109.09,502,468,259,856.1,18.07,1,224,1.8,3,39,1
계양구,작전동,동보2차,2000.05,274.38,502,34,215,710.8,18.07,1,205,1.8,3,39,1
계양구,작전동,동아,1983.12,89.25,105,45,207,685.2,35,1,166,1.8,3,39,1
계양구,작전동,동아,1983.12,79.33,105,60,199,656.3,35,1,215,1.8,3,39,1
계양구,작전동,무지개,1989.06,52.89,240,60,199,656.3,29.06,1,145,1.8,3,39,1
계양구,작전동,무지개,1989.06,79.33,240,45,195,645.9,29.06,1,140,1.8,3,39,1
계양구,작전동,부민렉스타운,2008.06,79.33,48,24,246,812.6,10.06,1,132,1.8,3,39,1
계양구,작전동,부민렉스타운,2008.06,109.09,48,24,225,742.4,10.06,1,128,1.8,3,39,1
계양구,작전동,삼보,1995.04,102.47,454,30,232,766.2,23.08,1,176,1.8,3,39,1
계양구,작전동,삼보,1995.04,105.78,454,208,227,750,23.08,1,151,1.8,3,39,1
계양구,작전동,삼보,1995.04,82.64,454,216,224,740,23.08,1,205,1.8,3,39,1
계양구,작전동,삼천리,1988.12,59.5,540,108,218,722.3,30,1,203,1.8,3,39,1
계양구,작전동,삼천리,1988.12,66.11,540,36,216,712.6,30,1,185,1.8,3,39,1
계양구,작전동,삼천리,1988.12,56.19,540,324,214,706,30,1,139,1.8,3,39,1
계양구,작전동,삼천리,1988.12,49.58,540,72,187,616.8,30,1,155,1.8,3,39,1
계양구,작전동,선우,1986.02,76.03,210,150,210,695.7,32.1,1,151,1.8,3,39,1
계양구,작전동,선우,1986.02,66.11,210,60,185,612.6,32.1,1,143,1.8,3,39,1
계양구,작전동,신진,1988.07,52.89,410,220,202,668.8,30.05,1,131,1.8,3,39,1
계양구,작전동,신진,1988.07,56.19,410,190,192,635.4,30.05,1,158,1.8,3,39,1
계양구,작전동,신한,1984,66.11,100,100,189,625.1,34.12,1,147,1.8,3,39,1
계양구,작전동,우남푸르미아,2006.1,72.72,117,27,289,954.6,12.02,1,134,1.8,3,39,1
계양구,작전동,우남푸르미아,2006.1,104.73,117,52,257,849.1,12.02,1,126,1.8,3,39,1
계양구,작전동,우남푸르미아,2006.1,105.19,117,11,256,845.4,12.02,1,129,1.8,3,39,1
계양구,작전동,우남푸르미아,2006.1,105.3,117,14,255,844.5,12.02,1,193,1.8,3,39,1
계양구,작전동,우남푸르미아,2006.1,105.47,117,13,255,843.1,12.02,1,158,1.8,3,39,1
계양구,작전동,우암센스뷰,2003.12,89.33,119,104,204,675.4,15,1,157,1.8,3,39,1
계양구,작전동,우암센스뷰,2003.12,98.24,119,15,196,647.8,15,1,157,1.8,3,39,1
계양구,작전동,우영,1984.11,76.03,150,24,187,619.6,34.01,1,156,1.8,3,39,1
계양구,작전동,우영,1984.11,76.03,150,96,187,619.6,34.01,1,158,1.8,3,39,1
계양구,작전동,우주,1987.1,66.11,95,5,212,700.1,31.02,1,157,1.8,3,39,1
계양구,작전동,우주,1987.1,69.42,95,5,202,666.7,31.02,1,125,1.8,3,39,1
계양구,작전동,우주,1987.1,56.19,95,55,191,632.4,31.02,1,125,1.8,3,39,1
계양구,작전동,우주,1987.1,62.81,95,30,183,605.3,31.02,1,129,1.8,3,39,1
계양구,작전동,유호,1995.12,79.33,299,125,233,770.9,23,1,208,1.8,3,39,1
계양구,작전동,유호,1995.12,105.78,299,174,196,648.5,23,1,184,1.8,3,39,1
계양구,작전동,코오롱,1989.1,62.81,480,180,231,763.2,29.02,1,172,1.8,3,39,1
계양구,작전동,코오롱,1989.1,72.72,480,90,227,750.1,29.02,1,170,1.8,3,39,1
계양구,작전동,코오롱,1989.1,82.64,480,90,227,750,29.02,1,168,1.8,3,39,1
계양구,작전동,코오롱,1989.1,79.33,480,60,221,729.3,29.02,1,167,1.8,3,39,1
계양구,작전동,코오롱,1989.1,89.25,480,60,218,722.3,29.02,1,163,1.8,3,39,1
계양구,작전동,팬더(864-17),1990.04,62.81,82,46,219,723.7,28.08,1,135,1.8,3,39,1
계양구,작전동,팬더(864-17),1990.04,69.42,82,36,216,714.3,28.08,1,133,1.8,3,39,1
계양구,작전동,풍림아이원,2003.01,89.61,468,164,307,1014.5,15.11,1,210,1.8,3,39,1
계양구,작전동,풍림아이원,2003.01,109.62,468,304,278,919.8,15.11,1,206,1.8,3,39,1
계양구,작전동,한국,1998.01,109.09,250,98,234,772.7,20.11,1,192,1.8,3,39,1
계양구,작전동,한국,1998.01,85.95,250,152,221,730.8,20.11,1,174,1.8,3,39,1
계양구,작전동,한신,1991.1,82.64,259,88,215,710,27.02,1,188,1.8,3,39,1
계양구,작전동,한신,1991.1,105.78,259,171,203,671.9,27.02,1,175,1.8,3,39,1
계양구,작전동,한아름,1991.04,62.81,150,42,195,644.7,27.08,1,135,1.8,3,39,1
계양구,작전동,한아름,1991.04,76.03,150,108,184,608.7,27.08,1,183,1.8,3,39,1
계양구,작전동,한양,1985.1,79.33,280,196,221,729.3,33.02,1,147,1.8,3,39,1
계양구,작전동,한양,1985.1,109.09,280,84,211,697,33.02,1,188,1.8,3,39,1
계양구,작전동,한일,1991.05,79.33,168,36,233,770.9,27.07,1,183,1.8,3,39,1
계양구,작전동,한일,1991.05,82.64,168,36,227,750,27.07,1,180,1.8,3,39,1
계양구,작전동,한일,1991.05,85.95,168,24,227,750,27.07,1,179,1.8,3,39,1
계양구,작전동,한일,1991.05,89.25,168,48,224,740.8,27.07,1,173,1.8,3,39,1
계양구,작전동,한일,1991.05,92.56,168,24,216,714.3,27.07,1,175,1.8,3,39,1
계양구,작전동,한화,1998.02,82.64,179,179,218,720,20.1,1,172,1.8,3,39,1
계양구,작전동,현광,1992.08,72.72,392,140,193,636.4,26.04,1,158,1.8,3,39,1
계양구,작전동,현광,1992.08,79.33,392,203,186,614.7,26.04,1,157,1.8,3,39,1
계양구,작전동,현대,1985.04,82.64,150,40,188,620,33.08,1,139,1.8,3,39,1
계양구,작전동,현대,1985.04,92.56,150,110,187,619.7,33.08,1,135,1.8,3,39,1
계양구,작전동,현대1차,1990.09,102.47,570,420,256,846.9,28.03,1,218,1.8,3,39,1
계양구,작전동,현대1차,1990.09,89.25,570,150,255,842.7,28.03,1,212,1.8,3,39,1
계양구,작전동,현대2-1차,1991.1,95.86,840,240,243,801.8,27.02,1,203,1.8,3,39,1
계양구,작전동,현대2-1차,1991.1,105.78,840,120,239,789.1,27.02,1,199,1.8,3,39,1
계양구,작전동,현대2-1차,1991.1,105.78,840,480,239,789.1,27.02,1,199,1.8,3,39,1
계양구,작전동,현대2-2차,1994.12,105.78,904,648,255,843.8,24,1,217,1.8,3,39,1
계양구,작전동,현대2-2차,1994.12,168.59,904,128,219,725.5,24,1,172,1.8,3,39,1
계양구,작전동,현대2-2차,1994.12,185.12,904,128,205,678.6,24,1,157,1.8,3,39,1
계양구,작전동,현대3차,1992.11,99.17,390,17,247,816.7,26.01,1,195,1.8,3,39,1
계양구,작전동,현대3차,1992.11,99.17,390,54,247,816.7,26.01,1,188,1.8,3,39,1
계양구,작전동,현대3차,1992.11,109.09,390,166,238,787.9,26.01,1,187,1.8,3,39,1
계양구,작전동,현대3차,1992.11,79.33,390,153,230,760.5,26.01,1,187,1.8,3,39,1
계양구,계양동,대창센시티,2006.05,85.71,187,84,292,964.2,12.07,3,239,30.45,4,63,0
계양구,계양동,대창센시티,2006.05,98.49,187,15,274,906.3,12.07,3,239,30.45,4,63,0
계양구,계양동,대창센시티,2006.05,110.05,187,88,268,886.2,12.07,3,236,30.45,4,63,0
계양구,계양동,한성,1990.07,56.19,200,80,245,808.9,28.05,3,134,30.45,4,63,0
계양구,계양동,한성,1990.07,59.5,200,120,231,763.9,28.05,3,133,30.45,4,63,0
계양구,계양동,계양센트레빌1단지,2013.02,111.27,715,145,333,1099.3,5.1,3,265,30.45,4,63,0
계양구,계양동,계양센트레빌1단지,2013.02,111.42,715,221,332,1097.8,5.1,3,265,30.45,4,63,0
계양구,계양동,계양센트레빌1단지,2013.02,111.65,715,174,331,1095.5,5.1,3,264,30.45,4,63,0
계양구,계양동,계양센트레빌1단지,2013.02,131.57,715,87,308,1017.6,5.1,3,247,30.45,4,63,0
계양구,계양동,계양센트레빌1단지,2013.02,150.38,715,30,299,989.2,5.1,3,233,30.45,4,63,0
계양구,계양동,계양센트레빌1단지,2013.02,150.38,715,58,299,989.2,5.1,3,233,30.45,4,63,0
계양구,계양동,계양센트레빌2단지,2013.07,110.72,256,79,330,1089.8,5.05,3,271,30.45,4,63,0
계양구,계양동,계양센트레빌2단지,2013.07,110.87,256,53,329,1088.3,5.05,3,271,30.45,4,63,0
계양구,계양동,계양센트레빌2단지,2013.07,111.1,256,26,329,1086.1,5.05,3,270,30.45,4,63,0
계양구,계양동,계양센트레빌2단지,2013.07,132.19,256,54,308,1019.1,5.05,3,246,30.45,4,63,0
계양구,계양동,계양센트레빌2단지,2013.07,150.36,256,14,299,989.4,5.05,3,243,30.45,4,63,0
계양구,계양동,계양센트레빌2단지,2013.07,150.36,256,30,299,989.4,5.05,3,243,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,112.11,454,79,319,1054.2,5.05,3,263,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,112.26,454,66,318,1052.8,5.05,3,263,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,112.49,454,50,318,1050.6,5.05,3,262,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,132.06,454,109,307,1013.8,5.05,3,246,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,153.04,454,12,294,972,5.05,3,229,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,153.05,454,62,294,972,5.05,3,229,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,177.28,454,26,285,941.7,5.05,3,220,30.45,4,63,0
계양구,계양동,계양센트레빌3단지,2013.07,177.29,454,50,285,941.6,5.05,3,220,30.45,4,63,0
계양구,계양동,귤현IPARK,2004.1,105.79,394,394,267,882.8,14.02,3,227,30.45,4,63,0
계양구,계양동,신명진달래1차,1989.08,62.81,258,156,179,592.1,29.04,3,123,30.45,4,63,0
계양구,계양동,신명진달래1차,1989.08,52.89,258,96,175,578.2,29.04,3,104,30.45,4,63,0
계양구,계양동,신명진달래2차,1989.08,52.89,204,132,180,593.8,29.04,3,123,30.45,4,63,0
계양구,계양동,신명진달래2차,1989.08,62.81,204,72,179,592.1,29.04,3,104,30.45,4,63,0
계양구,계양동,아주,1989.09,69.42,468,84,187,619.1,29.03,3,133,30.45,4,63,0
계양구,계양동,아주,1989.09,66.11,468,36,178,587.6,29.03,3,125,30.45,4,63,0
계양구,계양동,아주,1989.09,52.89,468,204,175,578.2,29.03,3,111,30.45,4,63,0
계양구,계양동,아주,1989.09,62.81,468,144,171,565.8,29.03,3,104,30.45,4,63,0
계양구,계양동,영무예다음,2007.1,81.31,79,79,215,711.5,11.02,3,160,30.45,4,63,0
계양구,계양동,학마을서원,1997.05,79.33,688,448,303,1000.1,21.07,3,265,30.45,4,63,0
계양구,계양동,학마을서원,1997.05,46.28,688,64,297,982.2,21.07,3,238,30.45,4,63,0
계양구,계양동,학마을서원,1997.05,46.28,688,176,297,982.2,21.07,3,238,30.45,4,63,0
계양구,계양동,학마을서해,1997.09,79.33,1261,742,328,1083.5,21.03,3,271,30.45,4,63,0
계양구,계양동,학마을서해,1997.09,39.66,1261,519,277,916.9,21.03,3,202,30.45,4,63,0
계양구,계양동,학마을영남,1997.1,82.52,1047,700,300,991.5,21.02,3,261,30.45,4,63,0
계양구,계양동,학마을영남,1997.1,40.29,1047,347,279,923.1,21.02,3,211,30.45,4,63,0
계양구,계양동,학마을한진,1998.11,52.89,1500,200,284,937.5,20.01,3,243,30.45,4,63,0
계양구,계양동,학마을한진,1998.11,81.14,1500,400,265,876,20.01,3,241,30.45,4,63,0
계양구,계양동,학마을한진,1998.11,69.85,1500,900,265,875.6,20.01,3,228,30.45,4,63,0
계양구,계산동,용종신대진,1997.08,49.58,562,160,313,1033.5,21.04,2,259,4.55,5,91,0
계양구,계산동,용종신대진,1997.08,102.47,562,402,303,1000.1,21.04,2,232,4.55,5,91,0
계양구,계산동,용종중앙,1997.1,56.15,428,128,294,971.4,21.02,2,241,4.55,5,91,0
계양구,계산동,용종중앙,1997.1,105.72,428,300,284,938.1,21.02,2,205,4.55,5,91,0
계양구,계산동,초정마을동아,1997.11,119,616,440,303,1000.1,21.01,2,248,4.55,5,91,0
계양구,계산동,초정마을동아,1997.11,152.06,616,176,283,934.8,21.01,2,220,4.55,5,91,0
계양구,계산동,초정마을두산,1997.11,120.53,414,288,299,987.4,21.01,2,241,4.55,5,91,0
계양구,계산동,초정마을두산,1997.11,149.75,414,126,294,971.3,21.01,2,230,4.55,5,91,0
계양구,계산동,초정마을쌍용,1997.11,120.53,384,228,299,987.4,21.01,2,241,4.55,5,91,0
계양구,계산동,초정마을쌍용,1997.11,149.75,384,156,294,971.3,21.01,2,230,4.55,5,91,0
계양구,계산동,초정마을하나,1997.08,33.05,972,168,287,950.2,21.04,2,241,4.55,5,91,0
계양구,계산동,초정마을하나,1997.08,105.78,972,804,284,937.5,21.04,2,219,4.55,5,91,0
남동구,만수동,고운웰리움,2006.08,77.8,101,60,238,786.1,12.04,2,167,6.01,6,87,0
남동구,만수동,광명,1991.11,102.47,870,750,224,742,27.01,2,156,6.01,6,87,0
남동구,만수동,광명,1991.11,92.56,870,120,224,741.1,27.01,2,194,6.01,6,87,0
남동구,만수동,금호,1992.12,125.62,414,148,219,723.7,26,2,190,6.01,6,87,0
남동구,만수동,남동,1992.11,69.42,770,335,227,750,26.01,2,191,6.01,6,87,0
남동구,만수동,남동,1992.11,82.64,770,435,224,740,26.01,2,161,6.01,6,87,0
남동구,만수동,담방마을시영2차,1994.05,66.11,1100,72,238,787.6,24.07,2,194,6.01,6,87,0
남동구,만수동,담방마을시영2차,1994.05,66.11,1100,461,238,787.6,24.07,2,175,6.01,6,87,0
남동구,만수동,대동,1992.04,82.64,560,96,221,730,26.08,2,156,6.01,6,87,0
남동구,만수동,대동,1992.04,102.47,560,464,220,725.9,26.08,2,189,6.01,6,87,0
남동구,만수동,대성유니드,2006.09,84.66,364,88,295,976.2,12.03,2,189,6.01,6,87,0
남동구,만수동,대성유니드,2006.09,112.71,364,276,246,813.9,12.03,2,176,6.01,6,87,0
남동구,만수동,두풍산호마을,2004.07,77.49,135,82,252,831.9,14.05,2,176,6.01,6,87,0
남동구,만수동,두풍산호마을,2004.07,81.17,135,26,249,824.7,14.05,2,200,6.01,6,87,0
남동구,만수동,만수11단지주공,1997.11,102.3,902,120,239,791.7,21.01,2,185,6.01,6,87,0
남동구,만수동,만수11단지주공,1997.11,75.96,902,180,234,772.5,21.01,2,266,6.01,6,87,0
남동구,만수동,만수11단지주공,1997.11,105.77,902,80,232,765.7,21.01,2,200,6.01,6,87,0
남동구,만수동,만수11단지주공,1997.11,79.42,902,160,220,728.4,21.01,2,161,6.01,6,87,0
남동구,만수동,만수11단지주공,1997.11,67.31,902,59,215,712.1,21.01,2,181,6.01,6,87,0
남동구,만수동,만수11단지주공,1997.11,67.31,902,184,215,712.1,21.01,2,175,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,72.72,510,48,344,1136.5,31.01,2,171,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,56.19,510,2,325,1073.7,31.01,2,167,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,56.19,510,1,325,1073.7,31.01,2,167,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,56.19,510,216,325,1073.7,31.01,2,163,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,62.81,510,24,318,1052.6,31.01,2,234,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,59.5,510,48,315,1041.7,31.01,2,227,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,66.11,510,13,314,1037.6,31.01,2,227,6.01,6,87,0
남동구,만수동,만수주공3단지,1987.11,66.11,510,158,314,1037.6,31.01,2,227,6.01,6,87,0
남동구,만수동,벽산,2000.05,79.33,2073,638,284,937.6,18.07,2,219,6.01,6,87,0
남동구,만수동,벽산,2000.05,109.09,2073,1435,241,795.5,18.07,2,218,6.01,6,87,0
남동구,만수동,삼환1차,1989.08,72.72,660,180,244,806.9,29.04,2,212,6.01,6,87,0
남동구,만수동,삼환1차,1989.08,52.89,660,150,241,796.9,29.04,2,212,6.01,6,87,0
남동구,만수동,삼환1차,1989.08,82.64,660,150,239,790,29.04,2,233,6.01,6,87,0
남동구,만수동,삼환1차,1989.08,62.81,660,180,235,776.3,29.04,2,193,6.01,6,87,0
남동구,만수동,삼환2차,1990.1,82.64,660,150,227,750,28.02,2,213,6.01,6,87,0
남동구,만수동,삼환2차,1990.1,62.81,660,180,223,736.8,28.02,2,200,6.01,6,87,0
남동구,만수동,삼환2차,1990.1,52.89,660,150,219,725,28.02,2,199,6.01,6,87,0
남동구,만수동,삼환2차,1990.1,72.72,660,180,217,716,28.02,2,180,6.01,6,87,0
남동구,만수동,신동아,1990.1,89.25,750,210,221,731.5,28.02,2,183,6.01,6,87,0
남동구,만수동,영풍1차,1997.09,79.33,132,66,271,895.9,21.03,2,179,6.01,6,87,0
남동구,만수동,영풍1차,1997.09,105.78,132,36,251,828.2,21.03,2,175,6.01,6,87,0
남동구,만수동,영풍2차,1998.05,79.33,168,84,271,895.9,20.07,2,161,6.01,6,87,0
남동구,만수동,영풍2차,1998.05,105.78,168,42,251,828.2,20.07,2,176,6.01,6,87,0
남동구,만수동,이삭베스파트1단지,2000.05,99.17,299,88,247,816.7,18.07,2,175,6.01,6,87,0
남동구,만수동,이삭베스파트1단지,2000.05,109.09,299,144,243,803,18.07,2,174,6.01,6,87,0
남동구,만수동,이삭베스파트1단지,2000.05,132.23,299,67,223,737.5,18.07,2,221,6.01,6,87,0
남동구,만수동,이삭베스파트2단지,1999.09,142.14,48,44,216,715.2,19.03,2,199,6.01,6,87,0
남동구,만수동,주공10단지,1994.06,69.42,420,420,227,750,24.06,2,158,6.01,6,87,0
남동구,만수동,주공1단지,1986.11,42.97,516,1,279,923.2,32.01,2,221,6.01,6,87,0
남동구,만수동,주공1단지,1986.11,42.97,516,250,279,923.2,32.01,2,199,6.01,6,87,0
남동구,만수동,주공1단지,1986.11,49.58,516,54,262,866.8,32.01,2,158,6.01,6,87,0
남동구,만수동,주공1단지,1986.11,49.58,516,72,262,866.8,32.01,2,202,6.01,6,87,0
남동구,만수동,주공1단지,1986.11,49.58,516,104,262,866.8,32.01,2,193,6.01,6,87,0
남동구,만수동,주공1단지,1986.11,49.58,516,30,262,866.8,32.01,2,182,6.01,6,87,0
남동구,만수동,주공1단지,1986.11,49.58,516,5,262,866.8,32.01,2,194,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,94.23,1920,210,271,894.6,31.05,2,196,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,94.57,1920,210,270,891.4,31.05,2,196,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,75.45,1920,480,255,843.4,31.05,2,179,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,89.86,1920,240,245,809.3,31.05,2,178,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,90.34,1920,60,244,805,31.05,2,177,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,90.58,1920,120,243,802.9,31.05,2,177,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,83.73,1920,240,242,799.5,31.05,2,175,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,91.56,1920,60,240,794.3,31.05,2,175,6.01,6,87,0
남동구,만수동,주공2단지,1987.07,88.81,1920,300,236,781.7,31.05,2,167,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,92.56,2220,180,273,901.8,32.01,2,189,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,92.56,2220,180,273,901.8,32.01,2,189,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,72.72,2220,660,258,852.4,32.01,2,186,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,89.25,2220,60,241,796.4,32.01,2,185,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,89.25,2220,120,241,796.4,32.01,2,185,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,89.25,2220,60,241,796.4,32.01,2,185,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,89.25,2220,240,241,796.4,32.01,2,185,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,82.64,2220,240,239,790,32.01,2,180,6.01,6,87,0
남동구,만수동,주공4단지,1986.11,85.95,2220,480,239,788.5,32.01,2,169,6.01,6,87,0
남동구,만수동,주공6단지,1986.11,49.58,800,360,282,933.5,32.01,2,159,6.01,6,87,0
남동구,만수동,주공6단지,1986.11,42.97,800,440,268,884.7,32.01,2,156,6.01,6,87,0
남동구,만수동,주공8단지,1990.12,56.19,1440,480,218,720.7,28,2,178,6.01,6,87,0
남동구,만수동,주공8단지,1990.12,49.58,1440,960,217,716.8,28,2,171,6.01,6,87,0
남동구,만수동,한국,1992.04,104.45,608,288,215,712.1,26.08,2,172,6.01,6,87,0
남동구,만수동,향촌휴먼시아1단지,2011.05,83.43,3208,22,324,1069.8,7.07,2,170,6.01,6,87,0
남동구,만수동,향촌휴먼시아1단지,2011.05,83.43,3208,120,324,1069.8,7.07,2,187,6.01,6,87,0
남동구,만수동,향촌휴먼시아1단지,2011.05,83.43,3208,25,324,1069.8,7.07,2,264,6.01,6,87,0
남동구,만수동,향촌휴먼시아1단지,2011.05,83.43,3208,222,324,1069.8,7.07,2,264,6.01,6,87,0
남동구,만수동,향촌휴먼시아1단지,2011.05,83.43,3208,457,324,1069.8,7.07,2,264,6.01,6,87,0
남동구,만수동,향촌휴먼시아1단지,2011.05,99.98,3208,212,310,1025,7.07,2,264,6.01,6,87,0
남동구,만수동,향촌휴먼시아1단지,2011.05,109,3208,558,284,940.2,7.07,2,264,6.01,6,87,0
