구시군,읍면동,아파트명,분양면적,총세대수,세대수,매매평균 ㎡당가(만원),3.3㎡당가(만원),입주년도,노후도,역세권점수,전세평균 ㎡당가(만원),토지면적(km2),문화시설수,쇼핑시설수,스타벅스
남동구,남촌도림동,풍림2차,76.03,319,134,247,815.3,1998.09,20.03,0,197,9.76,1,13,0
남동구,남촌도림동,풍림2차,109.09B,319,4,209,689.4,1998.09,20.03,0,156,9.76,1,13,0
남동구,남촌도림동,풍림2차,109.09A,319,103,209,689.4,1998.09,20.03,0,156,9.76,1,13,0
남동구,남촌도림동,풍림2차,142.14,319,78,171,564,1998.09,20.03,0,134,9.76,1,13,0
남동구,남촌도림동,풍림3차,79.33B,735,85,249,823,1999.1,19.02,0,208,9.76,1,13,0
남동구,남촌도림동,풍림3차,79.33A,735,170,249,823,1999.1,19.02,0,208,9.76,1,13,0
남동구,남촌도림동,풍림3차,105.78,735,346,222,734.4,1999.1,19.02,0,180,9.76,1,13,0
남동구,남촌도림동,풍림3차,152.06,735,134,189,625,1999.1,19.02,0,132,9.76,1,13,0
남동구,간석동,간석LH1단지,88.33A,587,174,337,"1,113.40",2014.11,4.01,5,122,4.19,3,88,1
남동구,간석동,간석LH1단지,88.34B,587,90,337,"1,113.30",2014.11,4.01,5,289,4.19,3,88,1
남동구,간석동,간석LH1단지,115.05C,587,98,298,984.1,2014.11,4.01,5,289,4.19,3,88,1
남동구,간석동,간석LH1단지,115.06D,587,87,298,984,2014.11,4.01,5,252,4.19,3,88,1
남동구,간석동,간석LH2단지,86.67A,792,88,340,"1,125.20",2014.11,4.01,5,252,4.19,3,88,1
남동구,간석동,간석LH2단지,98.44B,792,18,315,"1,041.00",2014.11,4.01,5,297,4.19,3,88,1
남동구,간석동,간석LH2단지,98.74A,792,50,314,"1,037.90",2014.11,4.01,5,289,4.19,3,88,1
남동구,간석동,간석LH2단지,98.74C,792,36,314,"1,037.90",2014.11,4.01,5,255,4.19,3,88,1
남동구,간석동,간석LH2단지,113.54A,792,183,304,"1,004.50",2014.11,4.01,5,348,4.19,3,88,1
남동구,간석동,간석LH2단지,115.02C,792,162,300,991.6,2014.11,4.01,5,302,4.19,3,88,1
남동구,간석동,간석LH2단지,115.03DN,792,26,300,991.5,2014.11,4.01,5,297,4.19,3,88,1
남동구,간석동,간석LH2단지,115.03D,792,128,300,991.5,2014.11,4.01,5,296,4.19,3,88,1
남동구,간석동,간석LH2단지,115.32B,792,101,299,989,2014.11,4.01,5,268,4.19,3,88,1
남동구,간석동,간석래미안자이,79.73,"2,432",487,423,"1,399.40",2008.02,10.1,5,263,4.19,3,88,1
남동구,간석동,간석래미안자이,112.56,"2,432",540,382,"1,262.90",2008.02,10.1,5,228,4.19,3,88,1
남동구,간석동,간석래미안자이,111.22B,"2,432",324,362,"1,196.40",2008.02,10.1,5,315,4.19,3,88,1
남동구,간석동,간석래미안자이,111.41A,"2,432",155,361,"1,194.30",2008.02,10.1,5,259,4.19,3,88,1
남동구,간석동,간석래미안자이,145.60B,"2,432",320,330,"1,089.80",2008.02,10.1,5,225,4.19,3,88,1
남동구,간석동,간석래미안자이,148.11A,"2,432",312,324,"1,071.40",2008.02,10.1,5,221,4.19,3,88,1
남동구,간석동,간석래미안자이,173.24,"2,432",294,286,944.6,2008.02,10.1,5,212,4.19,3,88,1
남동구,간석동,간석마을풍림아이원,74.52,922,334,376,"1,242.10",2004.09,14.03,5,210,4.19,3,88,1
남동구,간석동,간석마을풍림아이원,109.93,922,488,305,"1,007.40",2004.09,14.03,5,184,4.19,3,88,1
남동구,간석동,간석마을풍림아이원,144.3,922,100,260,859.1,2004.09,14.03,5,159,4.19,3,88,1
남동구,간석동,간석이삭,76.03,180,26,256,847.9,1999.09,19.03,5,189,4.19,3,88,1
남동구,간석동,간석이삭,79.33,180,16,246,812.6,1999.09,19.03,5,175,4.19,3,88,1
남동구,간석동,간석이삭,82.64,180,21,236,780,1999.09,19.03,5,132,4.19,3,88,1
남동구,간석동,간석이삭,105.78,180,78,225,742.2,1999.09,19.03,5,159,4.19,3,88,1
남동구,간석동,간석이삭,128.92,180,26,196,647.5,1999.09,19.03,5,158,4.19,3,88,1
남동구,간석동,간석태화,79.33,464,186,249,823,1994.1,24.02,5,157,4.19,3,88,1
남동구,간석동,간석태화,105.78,464,238,222,734.4,1994.1,24.02,5,255,4.19,3,88,1
남동구,간석동,광명10차,62.81,192,84,195,644.7,1989.05,29.07,5,241,4.19,3,88,1
남동구,간석동,광명10차,76.03,192,84,194,641.3,1989.05,29.07,5,239,4.19,3,88,1
남동구,간석동,광명10차,82.64,192,24,194,640,1989.05,29.07,5,234,4.19,3,88,1
남동구,간석동,극동,85.95,760,180,314,"1,038.50",1989.05,29.07,5,231,4.19,3,88,1
남동구,간석동,극동,52.89,760,96,312,"1,031.30",1989.05,29.07,5,205,4.19,3,88,1
남동구,간석동,극동,66.11,760,148,306,"1,012.60",1989.05,29.07,5,224,4.19,3,88,1
남동구,간석동,극동,72.72,760,148,303,"1,000.10",1989.05,29.07,5,211,4.19,3,88,1
남동구,간석동,극동,62.81,760,96,302,"1,000.00",1989.05,29.07,5,209,4.19,3,88,1
남동구,간석동,극동,102.47,760,92,288,951.7,1989.05,29.07,5,200,4.19,3,88,1
남동구,간석동,금호,56.19,630,150,303,"1,000.20",1988.1,30.02,5,189,4.19,3,88,1
남동구,간석동,금호,76.03,630,120,303,"1,000.00",1988.1,30.02,5,328,4.19,3,88,1
남동구,간석동,금호,92.56,630,180,278,919.7,1988.1,30.02,5,259,4.19,3,88,1
남동구,간석동,금호,102.47,630,120,271,895.2,1988.1,30.02,5,250,4.19,3,88,1
남동구,간석동,금호,119,630,60,239,791.7,1988.1,30.02,5,225,4.19,3,88,1
남동구,간석동,금호어울림,77.66,"1,733",160,380,"1,255.70",2005.09,13.03,5,224,4.19,3,88,1
남동구,간석동,금호어울림,110.2,"1,733",988,318,"1,049.90",2005.09,13.03,5,192,4.19,3,88,1
남동구,간석동,금호어울림,102.35,"1,733",72,300,993.2,2005.09,13.03,5,125,4.19,3,88,1
남동구,간석동,금호어울림,130.83B,"1,733",96,287,947.5,2005.09,13.03,5,162,4.19,3,88,1
남동구,간석동,금호어울림,131.91A,"1,733",139,284,939.8,2005.09,13.03,5,156,4.19,3,88,1
남동구,간석동,금호어울림,163.82,"1,733",278,244,807.2,2005.09,13.03,5,145,4.19,3,88,1
남동구,간석동,덕산,76.03,62,38,207,684.8,1995.06,23.06,5,125,4.19,3,88,1
남동구,간석동,덕산,109.09,62,16,190,627.3,1995.06,23.06,5,118,4.19,3,88,1
남동구,간석동,동국,72.72A,120,10,230,761.4,1982.12,36,5,115,4.19,3,88,1
남동구,간석동,동국,72.72,120,75,230,761.4,1982.12,36,5,303,4.19,3,88,1
남동구,간석동,동국,79.33A,120,30,217,718.8,1982.12,36,5,244,4.19,3,88,1
남동구,간석동,동국,79.33,120,5,217,718.8,1982.12,36,5,132,4.19,3,88,1
남동구,간석동,두진,95.86,354,78,206,681.1,1994.12,24,5,129,4.19,3,88,1
남동구,간석동,두진,105.78,354,138,199,656.3,1994.12,24,5,253,4.19,3,88,1
남동구,간석동,두진,85.95,354,138,186,615.4,1994.12,24,5,251,4.19,3,88,1
남동구,간석동,삼익목화,76.03,50,20,201,665.2,1985.07,33.05,5,221,4.19,3,88,1
남동구,간석동,서해그랑블,76.03,270,73,349,"1,152.20",2004.05,14.07,5,219,4.19,3,88,1
남동구,간석동,서해그랑블,104.31,270,197,288,950.8,2004.05,14.07,5,183,4.19,3,88,1
남동구,간석동,성락,66.11,122,122,212,700.1,1983.12,35,5,127,4.19,3,88,1
남동구,간석동,세종보라,79.33,137,117,224,739.7,2000.06,18.06,5,122,4.19,3,88,1
남동구,간석동,세종보라,56.19,137,20,187,617.7,2000.06,18.06,5,211,4.19,3,88,1
남동구,간석동,신동아파밀리에,84.89A,715,18,296,979.4,2007.08,11.04,5,203,4.19,3,88,1
남동구,간석동,신동아파밀리에,85.63B,715,125,294,970.9,2007.08,11.04,5,203,4.19,3,88,1
남동구,간석동,신동아파밀리에,109.47,715,450,263,868.2,2007.08,11.04,5,182,4.19,3,88,1
남동구,간석동,신동아파밀리에,106.5,715,80,261,861.4,2007.08,11.04,5,137,4.19,3,88,1
남동구,간석동,신동아파밀리에,141.85,715,42,225,743.4,2007.08,11.04,5,125,4.19,3,88,1
남동구,간석동,우성,72.72,"1,050",210,268,886.5,1990.07,28.05,5,134,4.19,3,88,1
남동구,간석동,우성,92.56,"1,050",390,262,866.1,1990.07,28.05,5,122,4.19,3,88,1
남동구,간석동,우성,105.78,"1,050",360,251,828.2,1990.07,28.05,5,120,4.19,3,88,1
남동구,간석동,우성,132.23,"1,050",90,212,700,1990.07,28.05,5,120,4.19,3,88,1
남동구,간석동,우성2차,76.03,108,54,194,641.3,1992.07,26.05,5,128,4.19,3,88,1
남동구,간석동,한진,58.31A,600,77,262,864.6,1981.04,37.08,5,194,4.19,3,88,1
남동구,간석동,한진,58.35B,600,7,261,864,1981.04,37.08,5,194,4.19,3,88,1
남동구,간석동,한진,58.68C,600,1,260,859.1,1981.04,37.08,5,192,4.19,3,88,1
남동구,간석동,한진,58.81D,600,11,259,857.2,1981.04,37.08,5,191,4.19,3,88,1
남동구,간석동,한진,64.36,600,36,256,847.5,1981.04,37.08,5,191,4.19,3,88,1
남동구,간석동,한진,64.59A,600,12,255,844.5,1981.04,37.08,5,191,4.19,3,88,1
남동구,간석동,한진,65.15B,600,85,253,837.2,1981.04,37.08,5,190,4.19,3,88,1
남동구,간석동,한진,65.46D,600,188,252,833.3,1981.04,37.08,5,189,4.19,3,88,1
남동구,간석동,한진,65.52E,600,18,252,832.5,1981.04,37.08,5,186,4.19,3,88,1
남동구,간석동,한진,65.59C,600,11,252,831.6,1981.04,37.08,5,185,4.19,3,88,1
남동구,간석동,한진,65.85F,600,32,251,828.3,1981.04,37.08,5,178,4.19,3,88,1
남동구,간석동,한진,66.02G,600,2,250,826.2,1981.04,37.08,5,178,4.19,3,88,1
남동구,간석동,한진,67.13H,600,60,246,812.5,1981.04,37.08,5,178,4.19,3,88,1
남동구,간석동,한진,67.39I,600,12,245,809.4,1981.04,37.08,5,163,4.19,3,88,1
남동구,간석동,한진,109.42A,600,33,206,679.8,1981.04,37.08,5,163,4.19,3,88,1
남동구,간석동,한진,109.56B,600,14,205,678.9,1981.04,37.08,5,162,4.19,3,88,1
남동구,간석동,한진,109.68C,600,1,205,678.2,1981.04,37.08,5,162,4.19,3,88,1
남동구,간석동,행복마을누리움,109.09,84,84,190,628.8,2006.07,12.05,5,119,4.19,3,88,1
남동구,간석동,현대,105.78,390,270,239,789.1,1991.08,27.04,5,180,4.19,3,88,1
남동구,간석동,현대,148.76,390,120,185,611.1,1991.08,27.04,5,141,4.19,3,88,1
남동구,간석동,현대홈타운,101.39,649,274,306,"1,010.70",2003.04,15.08,5,266,4.19,3,88,1
남동구,간석동,현대홈타운,95.86,649,19,287,948.4,2003.04,15.08,5,256,4.19,3,88,1
남동구,간석동,현대홈타운,122.37,649,160,262,864.5,2003.04,15.08,5,229,4.19,3,88,1
남동구,간석동,현대홈타운,140.59,649,110,235,776,2003.04,15.08,5,188,4.19,3,88,1
남동구,간석동,현대홈타운,158.99,649,86,217,717.3,2003.04,15.08,5,186,4.19,3,88,1
동구,만석동,만석웰카운티,101.25B,178,20,240,791.8,2014.06,4.06,0,152,1.15,0,1,0
동구,만석동,만석웰카운티,101.60A,178,42,239,789,2014.06,4.06,0,151,1.15,0,1,0
동구,만석동,만석웰카운티,112.47B,178,65,222,734.8,2014.06,4.06,0,71,1.15,0,1,0
동구,만석동,만석웰카운티,113.05A,178,23,221,731,2014.06,4.06,0,61,1.15,0,1,0
동구,만석동,만석비치타운주공,115.15A,"1,273",98,187,617.2,2002.11,16.01,0,50,1.15,0,1,0
동구,만석동,만석비치타운주공,116.05B,"1,273",54,185,612.4,2002.11,16.01,0,61,1.15,0,1,0
동구,만석동,만석2차,49.58,100,95,141,466.7,1987.01,31.11,0,158,1.15,0,1,0
동구,만석동,만석3차,49.58,70,70,131,433.4,1991.08,27.04,0,145,1.15,0,1,0
동구,만석동,만석1차,49.58,125,125,131,433.4,1985.11,33.01,0,153,1.15,0,1,0
동구,만석동,만석2차,49.58A,100,5,141,466.7,1987.01,31.11,0,150,1.15,0,1,0
동구,만석동,만석비치타운주공,69.42,"1,273",83,187,619.1,2002.11,16.01,0,150,1.15,0,1,0
동구,만석동,만석비치타운주공,76.03,"1,273",122,171,565.2,2002.11,16.01,0,149,1.15,0,1,0
동구,만석동,만석비치타운주공,85.08B,"1,273",231,188,621.7,2002.11,16.01,0,,1.15,0,1,0
동구,만석동,만석비치타운주공,86.54A,"1,273",34,185,611.2,2002.11,16.01,0,,1.15,0,1,0
동구,만석동,만석비치타운주공,86.54C,"1,273",485,185,611.2,2002.11,16.01,0,,1.15,0,1,0
동구,만석동,만석비치타운주공,87.53D,"1,273",166,183,604.3,2002.11,16.01,0,,1.15,0,1,0
동구,송림동,누리,79.33,94,94,145,479.2,1992.1,26.02,0,69,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,83.57A1,863,72,221,731.8,2010.11,8.01,0,185,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,84.01A,863,107,220,728,2010.11,8.01,0,185,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,84.34C,863,100,219,725.1,2010.11,8.01,0,184,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,85.32B,863,180,217,716.8,2010.11,8.01,0,182,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,142.90B,863,24,213,705.6,2010.11,8.01,0,155,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,143.33C,863,19,213,703.5,2010.11,8.01,0,155,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,144.59A,863,46,211,697.3,2010.11,8.01,0,154,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,112.91E,863,122,208,688,2010.11,8.01,0,153,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,113.19C,863,51,208,686.3,2010.11,8.01,0,152,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,113.34A,863,38,207,685.4,2010.11,8.01,0,145,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,114.74B,863,41,205,677.1,2010.11,8.01,0,129,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,115.36D,863,57,204,673.4,2010.11,8.01,0,129,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,120.62,863,6,195,644.1,2010.11,8.01,0,128,2.38,4,18,1
동구,송림동,삼익,85.95A,264,12,128,423.1,1978,40.12,0,84,2.38,4,18,1
동구,송림동,삼익,85.95,264,120,128,423.1,1978,40.12,0,84,2.38,4,18,1
동구,송림동,삼익,112.39,264,132,125,411.8,1978,40.12,0,80,2.38,4,18,1
동구,송림동,인천송림휴먼시아1단지,83.10C,"1,011",49,247,815.5,2009.08,9.04,0,220,2.38,4,18,1
동구,송림동,인천송림휴먼시아1단지,83.10B,"1,011",224,247,815.5,2009.08,9.04,0,220,2.38,4,18,1
동구,송림동,인천송림휴먼시아1단지,83.10A,"1,011",224,247,815.5,2009.08,9.04,0,220,2.38,4,18,1
동구,송림동,인천송림휴먼시아1단지,117.35,"1,011",417,222,732.4,2009.08,9.04,0,175,2.38,4,18,1
동구,송림동,인천송림휴먼시아1단지,149.75,"1,011",97,197,651.2,2009.08,9.04,0,157,2.38,4,18,1
동구,송림동,주공,79.33,98,98,202,666.7,1998.11,20.01,0,110,2.38,4,18,1
동구,송림동,진로,79.33,235,115,208,687.6,1999.09,19.03,0,158,2.38,4,18,1
동구,송림동,진로,112.39,235,120,169,558.9,1999.09,19.03,0,120,2.38,4,18,1
동구,송림동,풍림아이원,77.69,"1,355",494,274,904.2,2008.1,10.02,0,238,2.38,4,18,1
동구,송림동,풍림아이원,56,"1,355",90,259,856,2008.1,10.02,0,205,2.38,4,18,1
동구,송림동,풍림아이원,110.85,"1,355",603,235,775.4,2008.1,10.02,0,203,2.38,4,18,1
동구,송림동,풍림아이원,146.18,"1,355",168,209,689.7,2008.1,10.02,0,171,2.38,4,18,1
동구,송현동,누리,82.64,114,108,145,480,1994.09,24.03,1,82,2.55,2,7,0
동구,송현동,동부,92.56,"1,140",360,197,651.8,1990.05,28.07,1,162,2.55,2,7,0
동구,송현동,동부,102.47,"1,140",240,190,629.1,1990.05,28.07,1,147,2.55,2,7,0
동구,송현동,동부,56.19,"1,140",120,187,617.7,1990.05,28.07,1,136,2.55,2,7,0
동구,송현동,동부,49.58,"1,140",150,174,576.7,1990.05,28.07,1,133,2.55,2,7,0
동구,송현동,동부,82.64,"1,140",150,169,560,1990.05,28.07,1,124,2.55,2,7,0
동구,송현동,동부,72.72,"1,140",120,168,556.9,1990.05,28.07,1,117,2.55,2,7,0
동구,송현동,삼두1차,95.86,264,96,146,482.8,1983.09,35.03,1,92,2.55,2,7,0
동구,송현동,삼두1차,79.33,264,120,132,437.6,1983.09,35.03,1,82,2.55,2,7,0
동구,송현동,삼두1차,62.81,264,48,119,394.7,1983.09,35.03,1,78,2.55,2,7,0
동구,송현동,삼두2차,76.03,432,108,184,608.7,1988.1,30.02,1,141,2.55,2,7,0
동구,송현동,삼두2차,56.19,432,144,178,588.3,1988.1,30.02,1,133,2.55,2,7,0
동구,송현동,삼두2차,42.97,432,180,165,546.2,1988.1,30.02,1,116,2.55,2,7,0
동구,송현동,삼부,79.33,90,40,145,479.2,1985.07,33.05,1,62,2.55,2,7,0
동구,송현동,삼부,72.72,90,50,138,454.6,1985.07,33.05,1,57,2.55,2,7,0
동구,송현동,솔빛마을주공1차,52.89,"2,711",88,265,875,2003.04,15.08,1,217,2.55,2,7,0
동구,송현동,솔빛마을주공1차,105.78,"2,711",884,251,828.2,2003.04,15.08,1,209,2.55,2,7,0
동구,송현동,솔빛마을주공1차,69.42,"2,711",429,238,785.7,2003.04,15.08,1,204,2.55,2,7,0
동구,송현동,솔빛마을주공1차,89.25,"2,711",4,227,750.1,2003.04,15.08,1,203,2.55,2,7,0
동구,송현동,솔빛마을주공1차,99.17,"2,711",261,227,750,2003.04,15.08,1,202,2.55,2,7,0
동구,송현동,솔빛마을주공1차,85.95,"2,711","1,045",227,750,2003.04,15.08,1,197,2.55,2,7,0
동구,송현동,솔빛마을주공2차(201-203동),79.41,386,294,283,936.7,2003.12,15,1,227,2.55,2,7,0
동구,송현동,솔빛마을주공2차(201-203동),109.35,386,92,256,846.5,2003.12,15,1,206,2.55,2,7,0
동구,송현동,솔빛마을주공2차(204-205동),80.7,354,184,223,737.4,2003.12,15,1,167,2.55,2,7,0
동구,송현동,솔빛마을주공2차(204-205동),58.64,354,29,196,648.3,2003.12,15,1,145,2.55,2,7,0
동구,송현동,솔빛마을주공2차(204-205동),73.52A,354,113,194,640.7,2003.12,15,1,143,2.55,2,7,0
동구,송현동,솔빛마을주공2차(204-205동),74.37B,354,28,192,633.4,2003.12,15,1,141,2.55,2,7,0
동구,송현동,송현1차,56.19,500,50,231,764.8,1982.01,36.11,1,76,2.55,2,7,0
동구,송현동,송현1차,33.05,500,250,227,750.2,1982.01,36.11,1,61,2.55,2,7,0
동구,송현동,송현1차,49.58,500,80,222,733.4,1982.01,36.11,1,58,2.55,2,7,0
동구,송현동,송현1차,42.97,500,120,221,730.9,1982.01,36.11,1,53,2.55,2,7,0
동구,송현동,송현2차,62.81,400,130,183,605.3,1983.04,35.08,1,123,2.55,2,7,0
동구,송현동,송현2차,46.28,400,270,162,535.7,1983.04,35.08,1,81,2.55,2,7,0
동구,송현동,송현주공,105.78,575,60,161,531.3,1993.05,25.07,1,102,2.55,2,7,0
동구,송현동,송현주공,89.25,575,29,157,518.6,1993.05,25.07,1,99,2.55,2,7,0
동구,송현동,송현주공,92.56,575,30,157,517.9,1993.05,25.07,1,96,2.55,2,7,0
동구,송현동,송현주공,79.33,575,29,151,500.1,1993.05,25.07,1,96,2.55,2,7,0
동구,송현동,송현주공,82.64,575,30,151,500,1993.05,25.07,1,88,2.55,2,7,0
동구,송현동,송현주공,99.17B,575,30,151,500,1993.05,25.07,1,86,2.55,2,7,0
동구,송현동,송현주공,99.17A,575,29,151,500,1993.05,25.07,1,86,2.55,2,7,0
동구,송현동,송현주공,69.42,575,30,151,500,1993.05,25.07,1,86,2.55,2,7,0
동구,송현동,송현주공,56.19,575,148,149,491.3,1993.05,25.07,1,86,2.55,2,7,0
동구,송현동,송현주공,49.58B,575,59,131,433.4,1993.05,25.07,1,85,2.55,2,7,0
동구,송현동,송현주공,49.58D,575,30,131,433.4,1993.05,25.07,1,84,2.55,2,7,0
동구,송현동,송현주공,49.58C,575,24,131,433.4,1993.05,25.07,1,83,2.55,2,7,0
동구,송현동,송현주공,49.58A,575,47,131,433.4,1993.05,25.07,1,81,2.55,2,7,0
동구,화수동,미륭,59.5,560,170,184,608.4,1990.06,28.06,0,113,0.61,2,13,0
동구,화수동,미륭,42.97,560,90,169,557.8,1990.06,28.06,0,96,0.61,2,13,0
동구,화수동,미륭,49.58,560,300,155,513.4,1990.06,28.06,0,87,0.61,2,13,0
동구,화수동,영풍,86.76,359,141,225,743,2001.08,17.04,0,173,0.61,2,13,0
동구,화수동,영풍,114.8,359,218,192,633.5,2001.08,17.04,0,161,0.61,2,13,0
동구,화수동,화도진그린빌,85.95C,365,58,215,711.5,2001.11,17.01,0,180,0.61,2,13,0
동구,화수동,화도진그린빌,85.95B,365,53,215,711.5,2001.11,17.01,0,180,0.61,2,13,0
동구,화수동,화도진그린빌,85.95A,365,124,215,711.5,2001.11,17.01,0,180,0.61,2,13,0
동구,화수동,화도진그린빌,105.78B,365,101,208,687.5,2001.11,17.01,0,175,0.61,2,13,0
동구,화수동,화도진그린빌,105.78A,365,29,208,687.5,2001.11,17.01,0,175,0.61,2,13,0
미추홀구,용현동,금동,52.89,57,55,161,531.3,2003,15.12,2,104,4.22,3,69,2
미추홀구,용현동,금호2단지1차,79.33,640,80,277,916.8,1999.11,19.01,2,214,4.22,3,69,2
미추홀구,용현동,금호2단지1차,92.56,640,200,259,857.2,1999.11,19.01,2,208,4.22,3,69,2
미추홀구,용현동,금호2단지1차,109.09A,640,120,245,810.6,1999.11,19.01,2,193,4.22,3,69,2
미추홀구,용현동,금호2단지1차,109.09B,640,80,234,772.7,1999.11,19.01,2,183,4.22,3,69,2
미추홀구,용현동,금호2단지1차,128.92,640,80,233,769.3,1999.11,19.01,2,153,4.22,3,69,2
미추홀구,용현동,금호2단지1차,161.98,640,80,201,663.3,1999.11,19.01,2,142,4.22,3,69,2
미추홀구,용현동,금호2단지2차,79.33,666,114,277,916.8,2000.05,18.07,2,214,4.22,3,69,2
미추홀구,용현동,금호2단지2차,92.56,666,156,259,857.2,2000.05,18.07,2,203,4.22,3,69,2
미추홀구,용현동,금호2단지2차,109.09,666,240,245,810.6,2000.05,18.07,2,193,4.22,3,69,2
미추홀구,용현동,금호2단지2차,128.92,666,80,233,769.3,2000.05,18.07,2,167,4.22,3,69,2
미추홀구,용현동,금호2단지2차,161.98,666,76,201,663.3,2000.05,18.07,2,142,4.22,3,69,2
미추홀구,용현동,금호어울림3단지,77.43,180,28,299,988.4,2010.02,8.1,2,252,4.22,3,69,2
미추홀구,용현동,금호어울림3단지,95.54,180,68,274,904.8,2010.02,8.1,2,233,4.22,3,69,2
미추홀구,용현동,금호어울림3단지,107.25,180,56,270,893.9,2010.02,8.1,2,214,4.22,3,69,2
미추홀구,용현동,금호어울림3단지,109.94,180,28,241,796.8,2010.02,8.1,2,205,4.22,3,69,2
미추홀구,용현동,금호어울림4단지,80.24,209,67,285,943.5,2010.02,8.1,2,243,4.22,3,69,2
미추홀구,용현동,금호어울림4단지,95.54,209,56,274,904.8,2010.02,8.1,2,233,4.22,3,69,2
미추홀구,용현동,금호어울림4단지,107.25,209,86,270,893.9,2010.02,8.1,2,214,4.22,3,69,2
미추홀구,용현동,"금호타운1,2차",89.25,"1,170",270,232,768.6,1991.11,27.01,2,185,4.22,3,69,2
미추홀구,용현동,"금호타운1,2차",102.47,"1,170",450,224,742,1991.11,27.01,2,176,4.22,3,69,2
미추홀구,용현동,"금호타운1,2차",105.78,"1,170",90,217,718.8,1991.11,27.01,2,161,4.22,3,69,2
미추홀구,용현동,"금호타운1,2차",142.14,"1,170",180,190,627.9,1991.11,27.01,2,151,4.22,3,69,2
미추홀구,용현동,"금호타운1,2차",171.9,"1,170",180,169,557.7,1991.11,27.01,2,128,4.22,3,69,2
미추홀구,용현동,대림,102.47,598,442,215,709.7,1990.11,28.01,2,166,4.22,3,69,2
미추홀구,용현동,대림,148.76,598,156,178,588.9,1990.11,28.01,2,131,4.22,3,69,2
미추홀구,용현동,대우,109.09,616,132,227,750,2001.06,17.06,2,189,4.22,3,69,2
미추홀구,용현동,대우,105.78,616,352,225,742.2,2001.06,17.06,2,188,4.22,3,69,2
미추홀구,용현동,대우,95.86,616,132,224,741.4,2001.06,17.06,2,183,4.22,3,69,2
미추홀구,용현동,대진,56.19,168,96,151,500.1,1989.06,29.06,2,107,4.22,3,69,2
미추홀구,용현동,동아저층,69.42,492,168,173,571.4,1989.08,29.04,2,103,4.22,3,69,2
미추홀구,용현동,동아저층,62.81,492,108,171,565.8,1989.08,29.04,2,101,4.22,3,69,2
미추홀구,용현동,동아저층,76.03,492,72,171,565.2,1989.08,29.04,2,111,4.22,3,69,2
미추홀구,용현동,동아저층,66.11,492,120,170,562.6,1989.08,29.04,2,110,4.22,3,69,2
미추홀구,용현동,동아저층,59.5,492,24,168,555.6,1989.08,29.04,2,109,4.22,3,69,2
미추홀구,용현동,부성로얄,52.89,204,30,175,578.2,1987.11,31.01,2,108,4.22,3,69,2
미추홀구,용현동,부성로얄,56.19,204,114,169,558.9,1987.11,31.01,2,101,4.22,3,69,2
미추홀구,용현동,부성로얄,69.42,204,60,166,547.6,1987.11,31.01,2,120,4.22,3,69,2
미추홀구,용현동,삼익,81.51D,168,1,209,689.5,1979.04,39.08,2,118,4.22,3,69,2
미추홀구,용현동,삼익,84.37C,168,3,201,666.1,1979.04,39.08,2,112,4.22,3,69,2
미추홀구,용현동,삼익,84.47,168,85,201,665.3,1979.04,39.08,2,71,4.22,3,69,2
미추홀구,용현동,삼익,84.81A,168,10,200,662.6,1979.04,39.08,2,79,4.22,3,69,2
미추홀구,용현동,삼익,85.29B,168,7,199,658.9,1979.04,39.08,2,106,4.22,3,69,2
미추홀구,용현동,삼익,85.30E,168,1,199,658.8,1979.04,39.08,2,118,4.22,3,69,2
미추홀구,용현동,삼익,85.62F,168,1,199,656.4,1979.04,39.08,2,118,4.22,3,69,2
미추홀구,용현동,삼익,113.91,168,54,160,529.6,1979.04,39.08,2,118,4.22,3,69,2
미추홀구,용현동,삼익,114.11A,168,1,160,528.7,1979.04,39.08,2,76,4.22,3,69,2
미추홀구,용현동,삼익,115.09B,168,5,159,524.2,1979.04,39.08,2,161,4.22,3,69,2
미추홀구,용현동,삼화,79.33,114,114,180,593.8,1994.04,24.08,2,161,4.22,3,69,2
미추홀구,용현동,새한,66.11,60,60,170,562.6,1986.02,32.1,2,161,4.22,3,69,2
미추홀구,용현동,새한(181-4),59.50A,135,30,197,652.8,1982.12,36,2,161,4.22,3,69,2
미추홀구,용현동,새한(181-4),59.50B,135,5,197,652.8,1982.12,36,2,148,4.22,3,69,2
미추홀구,용현동,새한(181-4),59.5,135,100,197,652.8,1982.12,36,2,99,4.22,3,69,2
미추홀구,용현동,새한(5동),79.33,110,110,150,495.9,1985.04,33.08,2,201,4.22,3,69,2
미추홀구,용현동,서해,105.78C,299,13,189,625,1994.03,24.09,2,102,4.22,3,69,2
